folder,chapter num,chapter name,reciter id,length
Abdul-Baset-Abdul-Samad,69,Al-Haqqah | The Reality,0,short
Abdul-Baset-Abdul-Samad,70,Al-Ma'arij | The Ascending Stairways,0,short
Abdul-Baset-Abdul-Samad,71,Nuh | Noah,0,short
Abdul-Baset-Abdul-Samad,72,Al-Jinn | The Jinn,0,short
Abdul-Baset-Abdul-Samad,73,Al-Muzzammil | The Enshrouded One,0,short
Abdul-Baset-Abdul-Samad,74,Al-Muddaththir | The Cloaked One,0,short
Abdul-Baset-Abdul-Samad,75,Al-Qiyamah | The Resurrection,0,short
Abdul-Baset-Abdul-Samad,76,Al-Insan | The Human,0,short
Abdul-Baset-Abdul-Samad,77,Al-Mursalat | Emissaries,0,short
Abdul-Baset-Abdul-Samad,78,An-Naba | The Tidings,0,short
Abdul-Baset-Abdul-Samad,79,An-Nazi'at | Those who drag forth,0,short
Abdul-Baset-Abdul-Samad,80,'Abasa | He Frowned,0,short
Abdul-Baset-Abdul-Samad,81,At-Takwir | The Overthrowing,0,short
Abdul-Baset-Abdul-Samad,82,Al-Infitar | The Cleaving,0,short
Abdul-Baset-Abdul-Samad,83,Al-Mutaffifin | The Defrauding,0,short
Abdul-Baset-Abdul-Samad,84,Al-Inshiqaq | The Sundering,0,short
Abdul-Baset-Abdul-Samad,85,Al-Buruj | The Mansions of the Stars,0,short
Abdul-Baset-Abdul-Samad,86,At-Tariq | The Nightcomer,0,short
Abdul-Baset-Abdul-Samad,87,Al-A'la | The Most High,0,short
Abdul-Baset-Abdul-Samad,88,Al-Ghashiyah | The Overwhelming,0,short
Abdul-Baset-Abdul-Samad,89,Al-Fajr | The Dawn,0,short
Abdul-Baset-Abdul-Samad,90,Al-Balad | The City,0,short
Abdul-Baset-Abdul-Samad,91,Ash-Shams | The Sun,0,short
Abdul-Baset-Abdul-Samad,92,Al-Layl | The Night,0,short
Abdul-Baset-Abdul-Samad,93,Ad-Duhaa | The Morning Hours,0,short
Abdul-Baset-Abdul-Samad,94,Ash-Sharh | The Relief,0,short
Abdul-Baset-Abdul-Samad,95,At-Tin | The Fig,0,short
Abdul-Baset-Abdul-Samad,96,Al-'Alaq | The Clot,0,short
Abdul-Baset-Abdul-Samad,97,Al-Qadr | The Power,0,short
Abdul-Baset-Abdul-Samad,98,Al-Bayyinah | The Clear Proof,0,short
Abdul-Baset-Abdul-Samad,99,Az-Zalzalah | The Earthquake,0,short
Abdul-Baset-Abdul-Samad,100,Al-'Adiyat | The Courser,0,short
Abdul-Baset-Abdul-Samad,101,Al-Qari'ah | The Calamity,0,short
Abdul-Baset-Abdul-Samad,102,At-Takathur | The Rivalry in world increase,0,short
Abdul-Baset-Abdul-Samad,103,Al-'Asr | The Declining Day,0,short
Abdul-Baset-Abdul-Samad,104,Al-Humazah | The Traducer,0,short
Abdul-Baset-Abdul-Samad,105,Al-Fil | The Elephant,0,short
Abdul-Baset-Abdul-Samad,106,Quraysh,0,short
Abdul-Baset-Abdul-Samad,107,Al-Ma'un | The Small Kindnesses,0,short
Abdul-Baset-Abdul-Samad,108,Al-Kawthar | The Abundance,0,short
Abdul-Baset-Abdul-Samad,109,Al-Kafirun | The Disbelievers,0,short
Abdul-Baset-Abdul-Samad,110,An-Nasr | The Divine Support,0,short
Abdul-Baset-Abdul-Samad,111,Al-Masad | The Palm Fiber,0,short
Abdul-Baset-Abdul-Samad,112,Al-Ikhlas | The Sincerity,0,short
Abdul-Baset-Abdul-Samad,113,Al-Falaq | The Daybreak,0,short
Abdul-Baset-Abdul-Samad,114,An-Nas | Mankind,0,short
Omar-Hisham-Al-Arabi,12,Yusuf | Joseph,1,medium long
Omar-Hisham-Al-Arabi,14,Ibrahim | Abraham,1,medium short
Omar-Hisham-Al-Arabi,16,An-Nahl | The Bee,1,medium long
Omar-Hisham-Al-Arabi,17,Al-Isra | The Night Journey,1,medium
Omar-Hisham-Al-Arabi,18,Al-Kahf | The Cave,1,medium
Omar-Hisham-Al-Arabi,19,Maryam | Mary,1,medium
Omar-Hisham-Al-Arabi,20,Ta Ha | The letters Ta and Ha,1,medium
Omar-Hisham-Al-Arabi,22,Al-Hajj | The Pilgrimage,1,medium
Omar-Hisham-Al-Arabi,25,Al Furqan | The Criterion,1,medium
Omar-Hisham-Al-Arabi,32,As-Sajdah | The Prostration,1,medium short
Omar-Hisham-Al-Arabi,36,Ya Sin | The letters Ya and Sin,1,medium
Omar-Hisham-Al-Arabi,40,Ghafir | The Forgiver,1,medium
Omar-Hisham-Al-Arabi,44,Ad-Dukhan | The Smoke,1,medium short
Omar-Hisham-Al-Arabi,49,Al-Hujurat | The Rooms,1,medium short
Omar-Hisham-Al-Arabi,50,Qaf | The letter Qaf,1,medium short
Omar-Hisham-Al-Arabi,51,Adh-Dhariyat | The Winnowing Winds,1,medium short
Omar-Hisham-Al-Arabi,52,At-Tur | The Mountain,1,medium short
Omar-Hisham-Al-Arabi,53,An-Najm | The Star,1,medium short
Omar-Hisham-Al-Arabi,54,Al-Qamar | The Moon,1,medium short
Omar-Hisham-Al-Arabi,55,Ar-Rahman | The Beneficent,1,medium short
Omar-Hisham-Al-Arabi,56,Al-Waqi'ah | The Inevitable,1,medium short
Omar-Hisham-Al-Arabi,58,Al-Mujadila | The Pleading Woman,1,medium short
Omar-Hisham-Al-Arabi,59,Al-Hashr | The Exile,1,medium short
Omar-Hisham-Al-Arabi,61,As-Saf | The Ranks,1,short
Omar-Hisham-Al-Arabi,62,Al-Jumu'ah | The Congregation / Friday,1,short
Omar-Hisham-Al-Arabi,66,At-Tahrim | The Prohibition,1,short
Omar-Hisham-Al-Arabi,67,Al-Mulk | The Sovereignty,1,short
Omar-Hisham-Al-Arabi,68,Al-Qalam | The Pen,1,short
Omar-Hisham-Al-Arabi,69,Al-Haqqah | The Reality,1,short
Omar-Hisham-Al-Arabi,70,Al-Ma'arij | The Ascending Stairways,1,short
Omar-Hisham-Al-Arabi,71,Nuh | Noah,1,short
Omar-Hisham-Al-Arabi,72,Al-Jinn | The Jinn,1,short
Omar-Hisham-Al-Arabi,73,Al-Muzzammil | The Enshrouded One,1,short
Omar-Hisham-Al-Arabi,75,Al-Qiyamah | The Resurrection,1,short
Omar-Hisham-Al-Arabi,76,Al-Insan | The Human,1,short
Omar-Hisham-Al-Arabi,77,Al-Mursalat | Emissaries,1,short
Omar-Hisham-Al-Arabi,78,An-Naba | The Tidings,1,short
Omar-Hisham-Al-Arabi,79,An-Nazi'at | Those who drag forth,1,short
Omar-Hisham-Al-Arabi,80,'Abasa | He Frowned,1,short
Omar-Hisham-Al-Arabi,81,At-Takwir | The Overthrowing,1,short
Omar-Hisham-Al-Arabi,82,Al-Infitar | The Cleaving,1,short
Omar-Hisham-Al-Arabi,85,Al-Buruj | The Mansions of the Stars,1,short
Omar-Hisham-Al-Arabi,86,At-Tariq | The Nightcomer,1,short
Omar-Hisham-Al-Arabi,87,Al-A'la | The Most High,1,short
Omar-Hisham-Al-Arabi,88,Al-Ghashiyah | The Overwhelming,1,short
Omar-Hisham-Al-Arabi,89,Al-Fajr | The Dawn,1,short
Omar-Hisham-Al-Arabi,90,Al-Balad | The City,1,short
Omar-Hisham-Al-Arabi,91,Ash-Shams | The Sun,1,short
Omar-Hisham-Al-Arabi,92,Al-Layl | The Night,1,short
Omar-Hisham-Al-Arabi,93,Ad-Duhaa | The Morning Hours,1,short
Omar-Hisham-Al-Arabi,94,Ash-Sharh | The Relief,1,short
Omar-Hisham-Al-Arabi,95,At-Tin | The Fig,1,short
Omar-Hisham-Al-Arabi,96,Al-'Alaq | The Clot,1,short
Omar-Hisham-Al-Arabi,97,Al-Qadr | The Power,1,short
Omar-Hisham-Al-Arabi,98,Al-Bayyinah | The Clear Proof,1,short
Omar-Hisham-Al-Arabi,99,Az-Zalzalah | The Earthquake,1,short
Omar-Hisham-Al-Arabi,100,Al-'Adiyat | The Courser,1,short
Omar-Hisham-Al-Arabi,101,Al-Qari'ah | The Calamity,1,short
Omar-Hisham-Al-Arabi,102,At-Takathur | The Rivalry in world increase,1,short
Omar-Hisham-Al-Arabi,103,Al-'Asr | The Declining Day,1,short
Omar-Hisham-Al-Arabi,104,Al-Humazah | The Traducer,1,short
Omar-Hisham-Al-Arabi,105,Al-Fil | The Elephant,1,short
Omar-Hisham-Al-Arabi,106,Quraysh,1,short
Omar-Hisham-Al-Arabi,107,Al-Ma'un | The Small Kindnesses,1,short
Omar-Hisham-Al-Arabi,109,Al-Kafirun | The Disbelievers,1,short
Omar-Hisham-Al-Arabi,110,An-Nasr | The Divine Support,1,short
Omar-Hisham-Al-Arabi,111,Al-Masad | The Palm Fiber,1,short
Omar-Hisham-Al-Arabi,112,Al-Ikhlas | The Sincerity,1,short
Omar-Hisham-Al-Arabi,113,Al-Falaq | The Daybreak,1,short
Omar-Hisham-Al-Arabi,114,An-Nas | Mankind,1,short
Raad-Mohammad-Al-Kurdi,1,Al-Fatiha | The Opener,2,short
Raad-Mohammad-Al-Kurdi,3,Ali 'Imran | Family of 'Imran,2,long
Raad-Mohammad-Al-Kurdi,12,Yusuf | Joseph,2,medium long
Raad-Mohammad-Al-Kurdi,13,Ar-Ra'd | The Thunder,2,medium short
Raad-Mohammad-Al-Kurdi,17,Al-Isra | The Night Journey,2,medium
Raad-Mohammad-Al-Kurdi,18,Al-Kahf | The Cave,2,medium
Raad-Mohammad-Al-Kurdi,19,Maryam | Mary,2,medium
Raad-Mohammad-Al-Kurdi,20,Ta Ha | The letters Ta and Ha,2,medium
Raad-Mohammad-Al-Kurdi,21,Al-Anbya | The Prophets,2,medium
Raad-Mohammad-Al-Kurdi,22,Al-Hajj | The Pilgrimage,2,medium
Raad-Mohammad-Al-Kurdi,25,Al Furqan | The Criterion,2,medium
Raad-Mohammad-Al-Kurdi,26,Ash-Shu'ara | The Poets,2,medium
Raad-Mohammad-Al-Kurdi,27,An-Naml | The Ant,2,medium
Raad-Mohammad-Al-Kurdi,28,Al-Qasas | The Stories,2,medium
Raad-Mohammad-Al-Kurdi,29,Al-'Ankabut | The Spider,2,medium
Raad-Mohammad-Al-Kurdi,30,Ar-Rum | The Romans,2,medium short
Raad-Mohammad-Al-Kurdi,31,Luqman | Luqman,2,medium short
Raad-Mohammad-Al-Kurdi,32,As-Sajdah | The Prostration,2,medium short
Raad-Mohammad-Al-Kurdi,33,Al-Ahzab| The Combined Forces,2,medium
Raad-Mohammad-Al-Kurdi,34,Saba | Sheba,2,medium
Raad-Mohammad-Al-Kurdi,35,Fatir | Originator,2,medium
Raad-Mohammad-Al-Kurdi,36,Ya Sin | The letters Ya and Sin,2,medium
Raad-Mohammad-Al-Kurdi,38,Sad | The letter Sad,2,medium
Raad-Mohammad-Al-Kurdi,39,Az-Zumar | The Troops,2,medium
Raad-Mohammad-Al-Kurdi,41,Fussilat | Explained in Detail,2,medium
Raad-Mohammad-Al-Kurdi,43,Az-Zukhruf | The Ornaments of Gold,2,medium
Raad-Mohammad-Al-Kurdi,44,Ad-Dukhan | The Smoke,2,medium short
Raad-Mohammad-Al-Kurdi,45,Al-Jathiyah | The Crouching,2,medium short
Raad-Mohammad-Al-Kurdi,46,Al-Ahqaf | The Wind-Curved Sandhills,2,medium short
Raad-Mohammad-Al-Kurdi,47,Muhammad,2,medium short
Raad-Mohammad-Al-Kurdi,48,Al-Fath | The Victory,2,medium short
Raad-Mohammad-Al-Kurdi,49,Al-Hujurat | The Rooms,2,medium short
Raad-Mohammad-Al-Kurdi,50,Qaf | The letter Qaf,2,medium short
Raad-Mohammad-Al-Kurdi,51,Adh-Dhariyat | The Winnowing Winds,2,medium short
Raad-Mohammad-Al-Kurdi,52,At-Tur | The Mountain,2,medium short
Raad-Mohammad-Al-Kurdi,53,An-Najm | The Star,2,medium short
Raad-Mohammad-Al-Kurdi,54,Al-Qamar | The Moon,2,medium short
Raad-Mohammad-Al-Kurdi,55,Ar-Rahman | The Beneficent,2,medium short
Raad-Mohammad-Al-Kurdi,57,Al-Hadid | The Iron,2,medium short
Raad-Mohammad-Al-Kurdi,58,Al-Mujadila | The Pleading Woman,2,medium short
Raad-Mohammad-Al-Kurdi,59,Al-Hashr | The Exile,2,medium short
Raad-Mohammad-Al-Kurdi,60,Al-Mumtahanah | She that is to be examined,2,medium short
Raad-Mohammad-Al-Kurdi,61,As-Saf | The Ranks,2,short
Raad-Mohammad-Al-Kurdi,62,Al-Jumu'ah | The Congregation / Friday,2,short
Raad-Mohammad-Al-Kurdi,63,Al-Munafiqun | The Hypocrites,2,short
Raad-Mohammad-Al-Kurdi,64,At-Taghabun | The Mutual Disillusion,2,short
Raad-Mohammad-Al-Kurdi,65,At-Talaq | The Divorce,2,short
Raad-Mohammad-Al-Kurdi,66,At-Tahrim | The Prohibition,2,short
Raad-Mohammad-Al-Kurdi,67,Al-Mulk | The Sovereignty,2,short
Raad-Mohammad-Al-Kurdi,68,Al-Qalam | The Pen,2,short
Raad-Mohammad-Al-Kurdi,69,Al-Haqqah | The Reality,2,short
Raad-Mohammad-Al-Kurdi,70,Al-Ma'arij | The Ascending Stairways,2,short
Raad-Mohammad-Al-Kurdi,71,Nuh | Noah,2,short
Raad-Mohammad-Al-Kurdi,72,Al-Jinn | The Jinn,2,short
Raad-Mohammad-Al-Kurdi,73,Al-Muzzammil | The Enshrouded One,2,short
Raad-Mohammad-Al-Kurdi,74,Al-Muddaththir | The Cloaked One,2,short
Raad-Mohammad-Al-Kurdi,75,Al-Qiyamah | The Resurrection,2,short
Raad-Mohammad-Al-Kurdi,76,Al-Insan | The Human,2,short
Raad-Mohammad-Al-Kurdi,77,Al-Mursalat | Emissaries,2,short
Raad-Mohammad-Al-Kurdi,78,An-Naba | The Tidings,2,short
Raad-Mohammad-Al-Kurdi,79,An-Nazi'at | Those who drag forth,2,short
Raad-Mohammad-Al-Kurdi,80,'Abasa | He Frowned,2,short
Raad-Mohammad-Al-Kurdi,81,At-Takwir | The Overthrowing,2,short
Raad-Mohammad-Al-Kurdi,82,Al-Infitar | The Cleaving,2,short
Raad-Mohammad-Al-Kurdi,83,Al-Mutaffifin | The Defrauding,2,short
Raad-Mohammad-Al-Kurdi,84,Al-Inshiqaq | The Sundering,2,short
Raad-Mohammad-Al-Kurdi,85,Al-Buruj | The Mansions of the Stars,2,short
Raad-Mohammad-Al-Kurdi,86,At-Tariq | The Nightcomer,2,short
Raad-Mohammad-Al-Kurdi,87,Al-A'la | The Most High,2,short
Raad-Mohammad-Al-Kurdi,88,Al-Ghashiyah | The Overwhelming,2,short
Raad-Mohammad-Al-Kurdi,89,Al-Fajr | The Dawn,2,short
Raad-Mohammad-Al-Kurdi,90,Al-Balad | The City,2,short
Raad-Mohammad-Al-Kurdi,91,Ash-Shams | The Sun,2,short
Raad-Mohammad-Al-Kurdi,92,Al-Layl | The Night,2,short
Raad-Mohammad-Al-Kurdi,93,Ad-Duhaa | The Morning Hours,2,short
Raad-Mohammad-Al-Kurdi,94,Ash-Sharh | The Relief,2,short
Raad-Mohammad-Al-Kurdi,95,At-Tin | The Fig,2,short
Raad-Mohammad-Al-Kurdi,96,Al-'Alaq | The Clot,2,short
Raad-Mohammad-Al-Kurdi,97,Al-Qadr | The Power,2,short
Raad-Mohammad-Al-Kurdi,98,Al-Bayyinah | The Clear Proof,2,short
Raad-Mohammad-Al-Kurdi,99,Az-Zalzalah | The Earthquake,2,short
Raad-Mohammad-Al-Kurdi,100,Al-'Adiyat | The Courser,2,short
Raad-Mohammad-Al-Kurdi,101,Al-Qari'ah | The Calamity,2,short
Raad-Mohammad-Al-Kurdi,102,At-Takathur | The Rivalry in world increase,2,short
Raad-Mohammad-Al-Kurdi,103,Al-'Asr | The Declining Day,2,short
Raad-Mohammad-Al-Kurdi,104,Al-Humazah | The Traducer,2,short
Raad-Mohammad-Al-Kurdi,105,Al-Fil | The Elephant,2,short
Raad-Mohammad-Al-Kurdi,106,Quraysh,2,short
Raad-Mohammad-Al-Kurdi,107,Al-Ma'un | The Small Kindnesses,2,short
Raad-Mohammad-Al-Kurdi,108,Al-Kawthar | The Abundance,2,short
Raad-Mohammad-Al-Kurdi,109,Al-Kafirun | The Disbelievers,2,short
Raad-Mohammad-Al-Kurdi,110,An-Nasr | The Divine Support,2,short
Raad-Mohammad-Al-Kurdi,111,Al-Masad | The Palm Fiber,2,short
Raad-Mohammad-Al-Kurdi,112,Al-Ikhlas | The Sincerity,2,short
Raad-Mohammad-Al-Kurdi,113,Al-Falaq | The Daybreak,2,short
Raad-Mohammad-Al-Kurdi,114,An-Nas | Mankind,2,short
Yasser-Al-Dosari,1,Al-Fatiha | The Opener,3,short
Yasser-Al-Dosari,2,Al-Baqarah | The Cow,3,long
Yasser-Al-Dosari,3,Ali 'Imran | Family of 'Imran,3,long
Yasser-Al-Dosari,4,An-Nisa | The Women,3,long
Yasser-Al-Dosari,5,Al-Ma'idah | The Table Spread,3,long
Yasser-Al-Dosari,6,Al-An'am | The Cattle,3,long
Yasser-Al-Dosari,7,Al-A'raf | The Heights,3,long
Yasser-Al-Dosari,8,Al-Anfal | The Spoils of War,3,medium
Yasser-Al-Dosari,9,At-Tawbah | The Repentance,3,medium long
Yasser-Al-Dosari,10,Yunus | Jonah,3,medium
Yasser-Al-Dosari,11,Hud | Hud,3,medium long
Yasser-Al-Dosari,12,Yusuf | Joseph,3,medium long
Yasser-Al-Dosari,13,Ar-Ra'd | The Thunder,3,medium short
Yasser-Al-Dosari,14,Ibrahim | Abraham,3,medium short
Yasser-Al-Dosari,15,Al-Hijr | The Rocky Tract,3,medium short
Yasser-Al-Dosari,16,An-Nahl | The Bee,3,medium long
Yasser-Al-Dosari,17,Al-Isra | The Night Journey,3,medium
Yasser-Al-Dosari,18,Al-Kahf | The Cave,3,medium
Yasser-Al-Dosari,19,Maryam | Mary,3,medium
Yasser-Al-Dosari,20,Ta Ha | The letters Ta and Ha,3,medium
Yasser-Al-Dosari,21,Al-Anbya | The Prophets,3,medium
Yasser-Al-Dosari,22,Al-Hajj | The Pilgrimage,3,medium
Yasser-Al-Dosari,23,Al-Mu'minun | The Believers,3,medium
Yasser-Al-Dosari,24,An-Nur | The Light,3,medium
Yasser-Al-Dosari,25,Al Furqan | The Criterion,3,medium
Yasser-Al-Dosari,26,Ash-Shu'ara | The Poets,3,medium
Yasser-Al-Dosari,27,An-Naml | The Ant,3,medium
Yasser-Al-Dosari,28,Al-Qasas | The Stories,3,medium
Yasser-Al-Dosari,29,Al-'Ankabut | The Spider,3,medium
Yasser-Al-Dosari,30,Ar-Rum | The Romans,3,medium short
Yasser-Al-Dosari,31,Luqman | Luqman,3,medium short
Yasser-Al-Dosari,32,As-Sajdah | The Prostration,3,medium short
Yasser-Al-Dosari,33,Al-Ahzab| The Combined Forces,3,medium
Yasser-Al-Dosari,34,Saba | Sheba,3,medium
Yasser-Al-Dosari,35,Fatir | Originator,3,medium
Yasser-Al-Dosari,36,Ya Sin | The letters Ya and Sin,3,medium
Yasser-Al-Dosari,37,As-Saffat | Those who set the Ranks,3,medium
Yasser-Al-Dosari,38,Sad | The letter Sad,3,medium
Yasser-Al-Dosari,39,Az-Zumar | The Troops,3,medium
Yasser-Al-Dosari,40,Ghafir | The Forgiver,3,medium
Yasser-Al-Dosari,41,Fussilat | Explained in Detail,3,medium
Yasser-Al-Dosari,42,Ash-Shuraa | The Consultation,3,medium
Yasser-Al-Dosari,43,Az-Zukhruf | The Ornaments of Gold,3,medium
Yasser-Al-Dosari,44,Ad-Dukhan | The Smoke,3,medium short
Yasser-Al-Dosari,45,Al-Jathiyah | The Crouching,3,medium short
Yasser-Al-Dosari,46,Al-Ahqaf | The Wind-Curved Sandhills,3,medium short
Yasser-Al-Dosari,47,Muhammad,3,medium short
Yasser-Al-Dosari,48,Al-Fath | The Victory,3,medium short
Yasser-Al-Dosari,50,Qaf | The letter Qaf,3,medium short
Yasser-Al-Dosari,51,Adh-Dhariyat | The Winnowing Winds,3,medium short
Yasser-Al-Dosari,52,At-Tur | The Mountain,3,medium short
Yasser-Al-Dosari,53,An-Najm | The Star,3,medium short
Yasser-Al-Dosari,54,Al-Qamar | The Moon,3,medium short
Yasser-Al-Dosari,55,Ar-Rahman | The Beneficent,3,medium short
Yasser-Al-Dosari,56,Al-Waqi'ah | The Inevitable,3,medium short
Yasser-Al-Dosari,57,Al-Hadid | The Iron,3,medium short
Yasser-Al-Dosari,58,Al-Mujadila | The Pleading Woman,3,medium short
Yasser-Al-Dosari,59,Al-Hashr | The Exile,3,medium short
Yasser-Al-Dosari,60,Al-Mumtahanah | She that is to be examined,3,medium short
Yasser-Al-Dosari,61,As-Saf | The Ranks,3,short
Yasser-Al-Dosari,62,Al-Jumu'ah | The Congregation / Friday,3,short
Yasser-Al-Dosari,63,Al-Munafiqun | The Hypocrites,3,short
Yasser-Al-Dosari,64,At-Taghabun | The Mutual Disillusion,3,short
Yasser-Al-Dosari,65,At-Talaq | The Divorce,3,short
Yasser-Al-Dosari,66,At-Tahrim | The Prohibition,3,short
Yasser-Al-Dosari,67,Al-Mulk | The Sovereignty,3,short
Yasser-Al-Dosari,68,Al-Qalam | The Pen,3,short
Yasser-Al-Dosari,69,Al-Haqqah | The Reality,3,short
Yasser-Al-Dosari,70,Al-Ma'arij | The Ascending Stairways,3,short
Yasser-Al-Dosari,71,Nuh | Noah,3,short
Yasser-Al-Dosari,72,Al-Jinn | The Jinn,3,short
Yasser-Al-Dosari,73,Al-Muzzammil | The Enshrouded One,3,short
Yasser-Al-Dosari,74,Al-Muddaththir | The Cloaked One,3,short
Yasser-Al-Dosari,75,Al-Qiyamah | The Resurrection,3,short
Yasser-Al-Dosari,76,Al-Insan | The Human,3,short
Yasser-Al-Dosari,77,Al-Mursalat | Emissaries,3,short
Yasser-Al-Dosari,78,An-Naba | The Tidings,3,short
Yasser-Al-Dosari,79,An-Nazi'at | Those who drag forth,3,short
Yasser-Al-Dosari,80,'Abasa | He Frowned,3,short
Yasser-Al-Dosari,81,At-Takwir | The Overthrowing,3,short
Yasser-Al-Dosari,82,Al-Infitar | The Cleaving,3,short
Yasser-Al-Dosari,83,Al-Mutaffifin | The Defrauding,3,short
Yasser-Al-Dosari,84,Al-Inshiqaq | The Sundering,3,short
Yasser-Al-Dosari,85,Al-Buruj | The Mansions of the Stars,3,short
Yasser-Al-Dosari,86,At-Tariq | The Nightcomer,3,short
Yasser-Al-Dosari,87,Al-A'la | The Most High,3,short
